method,samples,valid_count,valid_rate,center_in_rate,collision_rate,collision_area_ratio,normalized_area,mean_latency_ms,native_area_mean
ours_corridor_cpp,11986,11986,1.0,0.9983313866177207,0.0,3.6569623076894946e-08,nan,1.6196863006684212,4562.412594443813
