method,samples,valid_count,valid_rate,center_in_rate,collision_rate,collision_area_ratio,normalized_area,mean_latency_ms,native_area_mean
direct_polygon_regression,11986,11986,1.0,1.0,0.0,7.322810292214304e-06,nan,3.652370540651456,1879.3983137826572
